movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,movie_feature
men in black ii,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
beowulf,Action Adventure Animation Fantasy,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
kung fu panda 3,Action Adventure Animation Comedy Family,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
mission: impossible - ghost protocol,Action Adventure Thriller,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
rise of the guardians,Adventure Animation Family Fantasy,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
fun with dick and jane,Comedy Crime,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
the last samurai,Action Drama History War,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
star trek,Action Adventure Sci-Fi,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
spider-man,Action Adventure Fantasy Romance,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
how to train your dragon 2,Action Adventure Animation Comedy Family Fantasy,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
gods of egypt,Action Adventure Fantasy,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
stealth,Action Adventure Sci-Fi Thriller,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
watchmen,Action Drama Mystery Sci-Fi,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
lethal weapon 4,Action Crime Thriller,Richard Donner,Jet Li,Rene Russo,Darlene Love,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
hulk,Action Sci-Fi,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
g.i. joe: retaliation,Action Adventure Sci-Fi Thriller,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
final fantasy: the spirits within,Action Adventure Animation Fantasy Romance Sci-Fi,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
captain america: the first avenger,Action Adventure Sci-Fi,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
the world is not enough,Action Adventure Thriller,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
master and commander: the far side of the world,Action Adventure Drama History War,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
happy feet 2,Animation Comedy Family Musical,George Miller,Robin Williams,Brad Pitt,Common,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
the incredible hulk,Action Adventure Sci-Fi,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
miami vice,Action Crime Drama Mystery Thriller,unknown,Don Johnson,Philip Michael Thomas,John Diehl,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller
the revenant,Adventure Drama Thriller Western,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
turbo,Adventure Animation Comedy Family Sport,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
rango,Adventure Animation Comedy Family Western,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
penguins of madagascar,Adventure Animation Comedy Family,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
the bourne ultimatum,Action Mystery Thriller,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
kung fu panda,Action Adventure Animation Comedy Family,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
ant-man,Action Adventure Comedy Sci-Fi,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
the hunger games: catching fire,Adventure Sci-Fi Thriller,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
the twilight saga: breaking dawn - part 2,Adventure Drama Fantasy Romance,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
war of the worlds,Adventure Sci-Fi Thriller,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
bad boys ii,Action Comedy Crime Thriller,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
puss in boots,Action Adventure Animation Comedy Family Fantasy,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
salt,Action Crime Mystery Thriller,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
noah,Action Adventure Drama,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
the adventures of tintin,Action Adventure Family Mystery,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
harry potter and the prisoner of azkaban,Adventure Family Fantasy Mystery,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
australia,Adventure Drama Romance War,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
after earth,Action Adventure Sci-Fi,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
dinosaur,Adventure Animation Family Thriller,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
harry potter and the deathly hallows: part ii,Action Fantasy,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
night at the museum: secret of the tomb,Adventure Comedy Family Fantasy,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
megamind,Action Animation Comedy Family Sci-Fi,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
harry potter and the sorcerer's stone,Adventure Family Fantasy,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
r.i.p.d.,Action Comedy Fantasy,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
godzilla resurgence,Action Adventure Drama Horror Sci-Fi,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
pirates of the caribbean: the curse of the black pearl,Action Adventure Fantasy,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
harry potter and the deathly hallows: part i,Fantasy,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
the hunger games: mockingjay - part 1,Adventure Sci-Fi Thriller,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
the da vinci code,Mystery Thriller,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
rio 2,Adventure Animation Comedy Family Musical,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
x-men 2,Action Adventure Fantasy Sci-Fi Thriller,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
fast five,Action Crime Thriller,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
sherlock holmes: a game of shadows,Action Adventure Crime Mystery Thriller,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
the 13th warrior,Action Adventure History,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
the bourne legacy,Action Adventure Thriller,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
batman & robin,Action,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
how the grinch stole christmas,Comedy Family Fantasy,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
the day after tomorrow,Action Adventure Sci-Fi Thriller,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
mission: impossible ii,Action Adventure Thriller,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
the perfect storm,Action Adventure Drama Thriller,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
fantastic 4: rise of the silver surfer,Action Adventure Sci-Fi Thriller,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
ghost rider,Action Fantasy Thriller,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
jason bourne,Action Thriller,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
charlie's angels: full throttle,Action Adventure Comedy Crime,McG,Demi Moore,Bernie Mac,Justin Theroux,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
prometheus,Adventure Mystery Sci-Fi,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
stuart little 2,Adventure Animation Comedy Family Fantasy,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
elysium,Action Drama Sci-Fi Thriller,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
the chronicles of riddick,Action Adventure Sci-Fi Thriller,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
speed racer,Action Family Sport,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
how do you know,Comedy Drama Romance,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
knight and day,Action Comedy Romance,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
oblivion,Action Adventure Mystery Sci-Fi,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
star wars: episode iii - revenge of the sith,Action Adventure Fantasy Sci-Fi,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
star wars: episode ii - attack of the clones,Action Adventure Fantasy Sci-Fi,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
"monsters, inc.",Adventure Animation Comedy Family Fantasy,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
the wolverine,Action Adventure Sci-Fi Thriller,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
star wars: episode i - the phantom menace,Action Adventure Fantasy Sci-Fi,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
the croods,Adventure Animation Comedy Family Fantasy,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
asterix at the olympic games,Adventure Comedy Family Fantasy,Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
windtalkers,Action Drama War,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
the huntsman: winter's war,Action Adventure Drama Fantasy,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
gravity,Adventure Drama Sci-Fi Thriller,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
dante's peak,Action Adventure Thriller,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
teenage mutant ninja turtles: out of the shadows,Action Adventure Comedy Sci-Fi,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
night at the museum,Action Adventure Comedy Family Fantasy,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
san andreas,Action Adventure Drama Thriller,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
tomorrow never dies,Action Adventure Thriller,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
the patriot,Action Drama History War,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
ocean's twelve,Crime Thriller,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller
mr. & mrs. smith,Action Comedy Crime Romance Thriller,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
insurgent,Adventure Sci-Fi Thriller,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
the aviator,Biography Drama,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama
gulliver's travels,Adventure Comedy Family Fantasy,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
the green hornet,Action Comedy Crime Sci-Fi Thriller,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry Action Comedy Crime Sci-Fi Thriller
the a-team,Action Adventure Crime,unknown,George Peppard,Dirk Benedict,Dwight Schultz,George Peppard Dirk Benedict Dwight Schultz unknown Action Adventure Crime
300: rise of an empire,Action Drama Fantasy War,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Eva Green Sullivan Stapleton Peter Mensah Noam Murro Action Drama Fantasy War
